StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
812968,21,20000800,1,2021,Gorgui Dieng,MEM,C,1,20000021,2021-03-06T03:15:16,22,577.2,572,29,86.4,166.6,80.1,97.2,50.9,92.6,84.9,35.5,74.1,73.9,58.6,66.3,136.4,43.2,108.0,151.2,12.3,32.5,22.1,44.7,26.2,21.6,33.9,58.6,266.9,195.8,105.1,34.9,16.4,5.2,8.5,22.8,26.2,625.1,619.5,625.1,-15.4,0.0,0.0,619.5,False,,Scrambled
812954,11,20000804,1,2021,Zach LaVine,CHI,SG,34,20000011,2021-03-06T03:15:16,34,2186.3,1864,71,540.0,1029.2,81.0,94.9,354.9,603.3,90.7,185.2,425.9,67.1,240.7,280.8,132.2,38.6,234.5,273.1,5.6,21.1,12.6,266.9,57.1,21.6,205.2,138.9,1506.0,1152.7,100.8,43.0,36.8,3.5,2.4,23.3,48.3,2265.0,2399.8,2265.0,-78.7,4.8,0.0,2399.8,False,,Scrambled
812941,30,20000806,1,2021,Glenn Robinson III,SAC,SG,2,20000030,2021-03-06T03:15:16,23,320.9,569,28,64.8,152.8,65.4,77.9,40.1,84.9,73.0,24.7,67.9,56.2,32.4,35.5,140.9,17.0,52.5,69.4,7.7,16.2,10.4,30.9,9.5,7.1,17.0,35.5,186.7,168.4,85.6,17.2,10.8,1.2,1.6,14.1,21.5,331.7,345.2,331.7,-202.1,0.0,0.0,345.2,False,,Scrambled
812877,12,20000810,1,2021,Andre Drummond,CLE,C,25,20000012,2021-03-06T03:15:16,25,1534.4,1113,76,277.7,586.3,73.1,73.1,277.7,574.0,74.7,0.0,12.3,0.0,118.8,199.0,92.1,155.8,364.1,520.0,23.7,58.4,40.6,98.8,61.7,44.7,125.0,106.5,674.3,673.9,77.2,37.6,24.2,6.5,8.7,24.1,48.1,1640.8,1664.5,1640.8,-166.6,27.8,0.0,1664.5,False,,Scrambled
812067,27,20000811,1,2021,Kentavious Caldwell-Pope,LAL,SG,33,20000027,2021-03-06T03:15:15,33,747.0,1330,69,151.2,342.5,68.0,86.3,72.5,146.6,76.4,78.7,196.0,62.0,60.2,71.0,130.8,23.1,97.2,120.4,4.7,12.4,12.0,72.5,40.1,13.9,55.5,84.9,441.3,373.8,91.2,17.7,11.3,3.5,2.2,20.0,21.7,801.0,820.1,801.0,246.9,0.0,0.0,820.1,False,,Scrambled
812892,15,20000813,1,2021,D.J. Augustin,MIL,PG,6,20000015,2021-03-06T03:15:16,34,659.9,1025,40,98.8,282.4,54.0,72.5,29.3,92.6,48.9,69.4,189.8,56.5,54.0,60.2,138.4,17.0,54.0,71.0,4.2,12.8,8.6,158.9,29.3,2.4,46.3,41.7,320.9,308.8,80.2,19.1,29.0,3.2,0.3,20.1,22.6,690.8,721.4,690.8,140.4,0.0,0.0,721.4,False,,Scrambled
812072,8,20000816,1,2021,Spencer Dinwiddie,BKN,PG,3,20000008,2021-03-06T03:15:15,3,77.3,99,31,14.3,24.7,57.9,67.6,9.5,13.9,68.5,4.8,10.8,44.1,14.3,14.3,154.3,0.0,20.1,20.1,0.0,33.2,17.5,13.9,4.8,2.4,11.9,9.5,30.9,28.8,83.5,19.7,26.7,3.5,3.1,32.6,24.7,81.9,83.7,81.9,64.8,0.0,0.0,83.7,False,,Scrambled
812824,3,20000822,1,2021,Danilo Gallinari,ATL,SF,2,20000003,2021-03-06T03:15:15,24,675.4,810,42,125.0,319.4,60.3,77.5,52.5,132.7,60.9,72.5,186.7,59.9,109.6,117.3,144.1,11.9,117.3,125.0,2.5,24.3,13.0,57.1,20.1,7.1,41.7,71.0,432.0,371.0,89.8,26.0,16.3,2.9,1.2,15.6,33.8,700.1,738.7,700.1,38.6,0.0,0.0,738.7,False,,Scrambled
812878,19,20000827,1,2021,Jusuf Nurkic,POR,C,12,20000019,2021-03-06T03:15:16,12,461.2,432,26,77.2,158.9,74.8,77.9,72.5,140.4,79.6,7.1,18.5,38.6,23.1,41.7,85.8,35.5,106.5,142.0,13.1,41.4,26.8,50.9,17.0,17.0,35.5,50.9,182.1,177.3,79.2,28.1,27.3,4.6,8.4,25.7,32.8,495.1,497.6,495.1,24.7,9.5,0.0,497.6,False,,Scrambled
812918,12,20000828,1,2021,JaVale McGee,CLE,C,1,20000012,2021-03-06T03:15:16,27,717.2,633,65,131.2,268.5,75.5,78.1,123.4,242.3,78.7,11.9,26.2,45.4,43.2,71.0,94.0,64.8,149.7,214.5,17.3,42.2,29.4,40.1,20.1,50.9,55.5,106.5,313.2,299.7,80.7,29.5,16.1,3.7,11.2,24.1,37.6,788.2,759.5,788.2,-177.4,0.0,0.0,759.5,False,,Scrambled
813114,20,20000832,1,2021,Gary Harris,DEN,SG,19,20000020,2021-03-06T03:15:17,19,488.2,896,40,106.5,240.7,68.2,80.1,69.4,125.0,85.8,37.0,115.7,49.4,33.9,46.3,113.1,20.1,52.5,72.5,6.2,10.2,11.0,49.4,26.2,9.5,21.6,57.1,283.9,261.1,83.9,17.1,11.0,3.5,1.6,11.8,21.5,520.6,521.1,520.6,151.2,0.0,0.0,521.1,False,,Scrambled
813039,2,20000833,1,2021,Gordon Hayward,CHA,SF,31,20000002,2021-03-06T03:15:16,31,1687.9,1665,74,378.0,776.1,75.1,85.0,279.3,532.3,81.0,98.8,243.8,62.5,175.9,205.2,132.2,41.7,216.0,257.7,6.4,22.1,13.0,186.7,63.3,18.5,95.7,84.9,1030.7,866.4,91.8,35.6,27.4,4.4,2.6,15.3,38.0,1769.7,1800.3,1769.7,21.6,2.4,0.0,1800.3,False,,Scrambled
812928,17,20000834,1,2021,Derrick Favors,UTA,PF,0,20000017,2021-03-06T03:15:16,34,861.6,849,40,131.2,202.1,100.1,100.1,131.2,200.6,100.9,0.0,2.4,0.0,69.4,88.0,121.7,100.3,188.2,288.5,20.2,35.3,28.0,43.2,27.8,47.8,32.4,128.1,331.7,240.8,106.3,34.5,11.2,3.8,10.7,18.3,21.5,937.2,894.6,937.2,88.0,2.4,0.0,894.6,False,,Scrambled
813081,19,20000835,1,2021,Enes Kanter,POR,C,23,20000019,2021-03-06T03:15:16,35,1576.9,1418,23,273.1,459.8,91.7,91.7,273.1,459.8,91.7,0.0,0.0,0.0,97.2,129.6,115.7,225.3,415.1,640.3,25.3,49.2,36.9,61.7,27.8,40.1,63.3,145.0,643.4,516.8,96.0,37.3,10.3,2.3,6.0,16.8,27.2,1644.8,1686.9,1644.8,86.4,30.9,0.0,1686.9,False,,Scrambled
812813,25,20000836,1,2021,Trey Burke,DAL,PG,0,20000025,2021-03-06T03:15:15,33,619.2,829,25,142.0,316.3,69.3,84.2,78.7,155.8,77.9,63.3,160.5,60.8,41.7,47.8,134.4,9.5,46.3,52.5,1.9,14.4,8.2,81.8,33.9,4.8,29.3,63.3,388.8,337.4,89.0,25.1,22.8,4.8,0.8,12.3,30.2,656.2,668.1,656.2,-37.0,0.0,0.0,668.1,False,,Scrambled
813101,6,20000837,1,2021,Alec Burks,NY,SG,3,20000006,2021-03-06T03:15:16,25,776.3,950,69,142.0,350.3,62.5,78.8,69.4,169.7,63.1,72.5,180.5,62.0,72.5,86.4,129.5,18.5,148.1,166.6,5.0,25.2,14.4,78.7,27.8,11.9,41.7,74.1,429.0,388.3,85.3,24.0,19.2,3.5,1.9,14.9,31.0,811.8,841.7,811.8,120.4,0.0,0.0,841.7,False,,Scrambled
813115,19,20000839,1,2021,Rodney Hood,POR,SG,5,20000019,2021-03-06T03:15:17,30,419.7,887,31,95.7,259.2,56.9,66.2,64.8,155.8,64.2,30.9,103.4,46.1,11.9,12.3,96.4,12.3,64.8,77.2,3.4,12.3,11.0,49.4,26.2,7.1,38.6,64.8,229.9,264.7,67.0,14.0,11.7,3.4,1.1,19.6,22.7,450.6,458.3,450.6,-114.2,0.0,0.0,458.3,False,,Scrambled
812942,17,20000840,1,2021,Rudy Gobert,UTA,C,36,20000017,2021-03-06T03:15:16,36,2028.1,1703,71,302.4,472.2,98.9,98.9,302.4,470.6,99.2,0.0,2.4,0.0,182.1,304.0,92.4,185.2,543.1,728.3,18.5,50.7,35.2,74.1,26.2,151.2,98.8,126.5,786.9,605.9,100.3,39.0,15.2,1.8,10.9,21.6,27.6,2205.6,2169.5,2205.6,492.2,37.0,0.0,2169.5,False,,Scrambled
812997,22,20000841,1,2021,Dante Exum,HOU,PG,3,20000022,2021-03-06T03:15:16,6,104.8,179,14,15.4,40.1,59.4,65.3,12.3,23.1,82.2,4.8,17.0,28.1,2.4,4.8,77.2,4.8,23.1,26.2,4.2,22.0,12.0,20.1,9.5,4.8,10.8,13.9,35.5,41.5,65.7,11.6,24.2,3.9,3.6,31.9,19.3,114.0,113.0,114.0,14.3,0.0,0.0,113.0,False,,Scrambled
812769,17,20000842,1,2021,Joe Ingles,UTA,SF,9,20000017,2021-03-06T03:15:15,32,1085.3,1305,37,197.5,378.0,80.5,105.8,75.6,115.7,100.8,121.9,262.3,71.7,52.5,58.6,138.1,20.1,145.0,165.1,4.0,17.7,10.4,216.0,23.1,12.3,77.2,86.4,569.4,403.8,108.9,29.6,36.2,2.1,1.8,24.7,24.6,1120.8,1195.4,1120.8,294.7,2.4,0.0,1195.4,False,,Scrambled
812028,28,20000847,1,2021,Marcus Morris,LAC,PF,2,20000028,2021-03-06T03:15:15,28,818.9,1055,2,186.7,424.3,67.9,86.4,86.4,208.3,64.0,100.3,216.0,71.6,58.6,64.8,139.6,30.9,132.7,163.6,8.0,21.2,13.4,38.6,23.1,12.3,38.6,80.2,532.3,452.8,90.7,25.3,12.5,2.6,2.4,12.1,32.0,854.4,896.5,854.4,15.4,0.0,0.0,896.5,False,,Scrambled
812055,27,20000848,1,2021,Markieff Morris,LAL,PF,7,20000027,2021-03-06T03:15:15,31,563.0,832,42,91.0,223.7,62.8,77.6,47.8,89.5,82.4,43.2,134.2,49.7,30.9,44.7,106.5,33.9,146.6,180.5,11.1,29.9,18.7,47.8,10.8,12.3,27.8,77.2,256.1,243.4,81.0,17.4,11.8,1.5,3.1,15.8,22.0,586.2,607.6,586.2,46.3,0.0,0.0,607.6,False,,Scrambled
813071,4,20000849,1,2021,Goran Dragic,MIA,PG,8,20000004,2021-03-06T03:15:16,22,822.0,918,83,179.0,390.4,70.7,81.8,125.0,240.7,80.1,54.0,149.7,55.7,89.5,106.5,129.8,10.8,91.0,101.8,3.3,16.4,14.8,162.0,20.1,7.1,94.1,89.5,501.5,437.2,88.4,26.5,45.6,2.6,1.3,27.3,40.2,846.6,903.4,846.6,55.5,2.4,0.0,903.4,False,,Scrambled
812969,23,20000850,1,2021,Eric Bledsoe,NO,PG,34,20000023,2021-03-06T03:15:16,35,1249.5,1602,7,243.8,560.1,67.1,81.6,137.3,283.9,74.7,106.5,276.2,59.4,84.9,125.0,104.8,24.7,166.6,191.3,4.1,17.9,10.2,206.8,43.2,15.4,86.4,83.3,678.9,615.1,85.2,23.7,27.2,3.1,2.3,19.0,29.0,1308.2,1362.5,1308.2,-100.3,7.1,0.0,1362.5,False,,Scrambled
813150,1,20000852,1,2021,Alex Len,WAS,C,6,20000001,2021-03-06T03:15:17,26,502.6,543,11,83.3,132.7,96.9,102.3,74.1,101.8,112.2,14.3,30.9,46.3,37.0,64.8,88.1,29.3,95.7,125.0,13.3,29.2,18.7,35.5,13.9,49.4,40.1,72.5,212.9,161.2,101.8,28.2,14.3,2.8,12.2,30.7,23.8,565.8,533.5,565.8,-89.5,0.0,0.0,533.5,False,,Scrambled
814720,22,20000856,1,2021,P.J. Tucker,HOU,SF,32,20000022,2021-03-06T03:15:17,32,686.8,1478,85,74.1,202.1,56.5,73.0,32.4,69.4,72.1,41.7,132.7,48.5,27.8,35.5,120.8,50.9,177.4,228.4,8.4,20.4,12.6,69.4,43.2,27.8,50.9,140.4,217.6,217.7,77.2,10.3,14.9,3.3,3.9,29.2,12.0,757.8,744.5,757.8,-254.6,0.0,0.0,744.5,False,,Scrambled
813009,13,20000858,1,2021,T.J. Warren,IND,SF,4,20000013,2021-03-06T03:15:16,4,133.2,181,35,41.7,78.7,81.6,81.6,41.7,67.9,94.7,0.0,10.8,0.0,12.3,15.4,123.4,4.8,18.5,21.6,4.5,17.8,10.4,11.9,4.8,0.0,9.5,24.7,95.7,85.5,86.3,23.1,10.3,2.0,0.0,10.4,34.1,136.2,137.3,136.2,2.4,0.0,0.0,137.3,False,,Scrambled
813010,24,20000860,1,2021,Rudy Gay,SA,SF,0,20000024,2021-03-06T03:15:16,26,837.1,881,49,166.6,398.1,64.7,76.5,103.4,225.3,70.8,63.3,172.8,56.5,50.9,66.3,118.3,37.0,171.3,208.3,10.2,31.7,18.9,60.2,27.8,20.1,46.3,72.5,447.5,427.3,80.7,26.6,15.7,3.6,4.7,15.1,36.0,884.9,902.3,884.9,174.4,0.0,0.0,902.3,False,,Scrambled
814727,22,20000862,1,2021,DeMarcus Cousins,HOU,C,11,20000022,2021-03-06T03:15:17,25,924.6,781,14,121.9,324.0,58.0,72.1,61.7,145.0,65.7,60.2,179.0,51.8,67.9,91.0,115.1,46.3,248.4,294.7,14.4,54.2,30.9,92.6,32.4,27.8,60.2,114.2,371.9,364.1,78.8,29.0,28.4,4.7,7.4,21.9,35.9,984.7,1013.4,984.7,-72.5,14.3,0.0,1013.4,False,,Scrambled
814735,22,20000864,1,2021,Ben McLemore,HOU,SG,2,20000022,2021-03-06T03:15:17,24,388.4,572,79,77.2,216.0,55.1,72.7,27.8,58.6,73.1,49.4,157.4,48.5,26.2,35.5,114.0,15.4,63.3,78.7,6.5,18.8,11.2,35.5,21.6,2.4,35.5,52.5,229.9,231.6,76.7,16.0,14.3,4.3,0.5,20.5,30.8,411.5,434.7,411.5,-117.3,0.0,0.0,434.7,False,,Scrambled
812017,28,20000874,1,2021,Serge Ibaka,LAC,PF,37,20000028,2021-03-06T03:15:15,37,1347.3,1369,46,260.8,513.8,78.4,87.2,203.7,353.3,88.9,57.1,160.5,54.9,55.5,67.9,126.2,95.7,283.9,379.6,12.4,34.9,24.0,101.8,13.9,71.0,64.8,112.6,634.2,543.7,90.0,30.8,16.8,1.2,10.7,16.4,30.6,1432.2,1436.5,1432.2,248.4,9.5,0.0,1436.5,False,,Scrambled
812919,23,20000875,1,2021,Steven Adams,NO,C,33,20000023,2021-03-06T03:15:16,33,1187.0,1415,62,177.4,288.5,94.9,94.9,177.4,287.0,95.4,0.0,2.4,0.0,54.0,121.9,68.4,205.2,248.4,453.6,24.8,30.2,27.5,106.5,44.7,30.9,77.2,97.2,408.9,342.2,92.1,27.5,15.3,3.7,5.1,28.4,19.6,1262.6,1269.1,1262.6,26.2,12.3,2.4,1269.1,False,,Scrambled
842040,8,20000876,1,2021,Andre Roberson,BKN,SG,0,20000008,2021-03-06T03:15:17,5,55.5,96,86,4.8,21.6,22.1,22.1,2.4,14.3,25.8,2.4,12.3,19.3,2.4,4.8,77.2,10.8,12.3,23.1,20.4,20.9,20.6,9.5,7.1,2.4,4.8,9.5,14.3,23.0,30.9,12.7,11.3,5.5,3.2,18.3,18.1,61.7,59.0,61.7,-29.3,0.0,0.0,59.0,False,,Scrambled
812920,1,20000877,1,2021,Russell Westbrook,WAS,PG,27,20000001,2021-03-06T03:15:16,27,1867.2,1423,77,325.6,760.7,66.0,70.7,279.3,603.3,71.4,46.3,157.4,45.4,146.6,251.5,90.0,67.9,337.9,405.8,11.7,39.3,23.2,408.9,47.8,13.9,200.6,121.9,844.0,871.4,74.7,32.6,70.2,3.7,2.0,28.9,48.3,1928.9,2085.0,1928.9,-197.5,33.9,15.4,2085.0,False,,Scrambled
812053,28,20000881,1,2021,Reggie Jackson,LAC,PG,16,20000028,2021-03-06T03:15:15,35,892.6,1094,23,175.9,385.8,70.4,84.6,104.9,208.3,77.8,71.0,177.4,61.7,47.8,63.3,116.7,20.1,118.8,138.9,5.0,18.3,11.0,158.9,30.9,7.1,54.0,100.3,470.6,413.6,87.8,25.0,31.5,3.3,0.9,17.8,29.4,928.1,962.1,928.1,61.7,0.0,0.0,962.1,False,,Scrambled
812799,13,20000882,1,2021,Jeremy Lamb,IND,SG,8,20000013,2021-03-06T03:15:15,21,655.2,750,25,120.4,254.6,73.0,88.9,67.9,137.3,76.2,52.5,117.3,69.0,74.1,78.7,145.2,23.1,97.2,120.4,8.2,22.6,13.9,52.5,27.8,17.0,24.7,67.9,367.2,289.2,98.0,30.8,15.2,4.2,4.6,12.1,28.1,699.9,699.8,699.9,-67.9,0.0,0.0,699.8,False,,Scrambled
812049,8,20000884,1,2021,Kevin Durant,BKN,SF,18,20000008,2021-03-06T03:15:15,19,1362.2,1048,43,290.1,553.9,80.9,91.2,214.5,379.6,87.2,75.6,174.4,67.0,194.4,223.7,134.1,10.8,203.7,214.5,2.9,31.9,17.7,154.3,21.6,41.7,103.4,66.3,850.2,652.4,100.4,46.9,36.3,2.4,7.9,21.1,48.5,1425.4,1476.3,1425.4,240.7,14.3,0.0,1476.3,False,,Scrambled
813151,20,20000887,1,2021,Will Barton,DEN,SG,29,20000020,2021-03-06T03:15:17,33,1112.5,1520,46,228.4,516.9,68.2,79.6,151.2,317.9,73.4,77.2,199.0,59.9,57.1,75.6,116.5,29.3,179.0,208.3,5.3,20.4,12.1,157.4,38.6,21.6,84.9,83.3,591.0,550.2,82.9,21.1,21.7,3.0,3.3,20.6,28.5,1172.7,1203.9,1172.7,148.1,0.0,0.0,1203.9,False,,Scrambled
812800,6,20000896,1,2021,Reggie Bullock,NY,SF,32,20000006,2021-03-06T03:15:15,32,768.1,1298,11,152.8,376.5,62.6,79.6,67.9,148.1,70.7,84.9,228.4,57.4,30.9,37.0,128.5,15.4,152.8,168.2,3.1,19.0,10.7,64.8,30.9,10.8,35.5,106.5,421.2,392.8,82.7,16.1,11.1,2.8,2.0,12.8,22.6,809.8,836.7,809.8,30.9,0.0,0.0,836.7,False,,Scrambled
813152,1,20000901,1,2021,Ish Smith,WAS,PG,1,20000001,2021-03-06T03:15:17,19,512.6,602,79,67.9,179.0,58.5,61.3,60.2,148.1,62.6,11.9,30.9,38.6,14.3,23.1,61.7,15.4,86.4,101.8,6.3,23.7,13.7,138.9,23.1,9.5,29.3,27.8,152.8,189.2,62.3,20.9,47.6,4.2,2.1,20.7,23.2,541.9,536.2,541.9,35.5,0.0,0.0,536.2,False,,Scrambled
812814,19,20000903,1,2021,Robert Covington,POR,SF,33,20000019,2021-03-06T03:15:15,33,1154.3,1626,14,140.4,374.9,57.7,76.2,52.5,111.1,72.8,88.0,263.9,51.4,35.5,43.2,126.7,41.7,294.7,336.4,6.3,30.4,16.9,84.9,81.8,58.6,61.7,131.2,404.3,394.0,79.2,18.0,10.6,5.9,7.7,20.9,18.7,1294.7,1252.9,1294.7,168.2,7.1,0.0,1252.9,False,,Scrambled
813061,30,20000904,1,2021,Hassan Whiteside,SAC,C,1,20000030,2021-03-06T03:15:16,23,637.1,517,34,123.4,212.9,89.5,89.5,123.4,211.4,90.1,0.0,2.4,0.0,46.3,84.9,84.1,55.5,148.1,203.7,18.0,50.4,33.8,17.0,14.3,46.3,37.0,64.8,293.2,250.3,90.4,37.7,12.0,2.0,11.7,19.9,36.7,692.7,670.4,692.7,-120.4,4.8,0.0,670.4,False,,Scrambled
812879,29,20000912,1,2021,Langston Galloway,PHO,SG,0,20000029,2021-03-06T03:15:16,25,261.1,403,63,58.6,126.5,71.4,90.3,26.2,55.5,72.8,32.4,71.0,70.5,24.7,24.7,154.3,9.5,33.9,40.1,4.2,14.2,13.2,24.7,9.5,0.0,10.8,21.6,174.4,137.4,98.0,23.6,12.9,1.8,0.0,11.2,25.4,267.2,284.7,267.2,20.1,0.0,0.0,284.7,False,,Scrambled
812073,8,20000916,1,2021,Tyler Johnson,BKN,SG,1,20000008,2021-03-06T03:15:15,18,237.2,384,48,43.2,111.1,60.0,81.5,10.8,32.4,51.4,32.4,78.7,63.6,10.8,10.8,154.3,9.5,41.7,47.8,4.5,17.8,10.8,26.2,14.3,0.0,11.9,20.1,129.6,115.8,86.4,19.0,13.3,2.7,0.0,14.9,21.6,246.4,259.6,246.4,57.1,0.0,0.0,259.6,False,,Scrambled
812943,7,20000933,1,2021,Seth Curry,PHI,SG,28,20000007,2021-03-06T03:15:16,28,860.5,1288,86,189.8,404.3,72.4,88.9,103.4,211.4,75.5,86.4,192.9,69.1,74.1,80.2,142.4,11.9,78.7,86.4,1.6,15.4,8.7,118.8,38.6,12.3,63.3,74.1,540.0,439.6,94.7,22.9,20.1,3.4,2.0,19.4,25.7,911.5,939.7,911.5,273.1,0.0,0.0,939.7,False,,Scrambled
812801,30,20001389,1,2021,Richaun Holmes,SAC,PF,32,20000030,2021-03-06T03:15:15,32,1416.0,1454,42,276.2,424.3,100.4,101.1,274.7,415.1,102.1,2.4,14.3,25.8,89.5,111.1,124.4,125.0,285.5,410.4,14.4,34.5,24.2,84.9,35.5,74.1,66.3,196.0,643.4,473.2,104.9,33.6,12.9,2.8,10.3,19.0,24.5,1525.6,1495.9,1525.6,-20.1,17.0,0.0,1495.9,False,,Scrambled
812903,14,20001391,1,2021,Jahlil Okafor,DET,C,0,20000014,2021-03-06T03:15:16,12,141.8,184,59,38.6,64.8,91.8,91.8,38.6,60.2,98.9,0.0,7.1,0.0,2.4,4.8,77.2,20.1,21.6,41.7,18.0,20.8,19.4,7.1,4.8,4.8,9.5,15.4,78.7,66.2,91.5,27.4,10.3,2.0,3.6,13.2,26.5,148.0,147.0,148.0,-55.5,0.0,0.0,147.0,False,,Scrambled
812058,26,20001393,1,2021,Kelly Oubre Jr.,GS,SF,35,20000026,2021-03-06T03:15:15,35,1467.5,1639,32,311.7,714.4,67.3,77.3,219.1,425.9,79.3,92.6,288.5,49.5,118.8,160.5,114.2,78.7,242.3,320.9,12.1,23.7,15.9,75.6,60.2,41.7,69.4,118.8,834.8,785.0,81.9,27.2,10.7,4.1,5.4,12.5,34.2,1569.4,1571.5,1569.4,-95.7,7.1,0.0,1571.5,False,,Scrambled
812847,29,20001396,1,2021,Frank Kaminsky,PHO,PF,11,20000029,2021-03-06T03:15:16,27,646.8,659,65,118.8,254.6,72.1,84.1,78.7,158.9,76.4,40.1,95.7,64.7,26.2,44.7,90.4,33.9,129.6,163.6,14.0,33.1,21.4,71.0,12.3,18.5,21.6,58.6,304.0,274.3,85.3,29.8,23.9,2.2,6.0,11.3,31.0,677.7,688.2,677.7,58.6,2.4,0.0,688.2,False,,Scrambled
813048,25,20001400,1,2021,Josh Richardson,DAL,SF,25,20000025,2021-03-06T03:15:16,25,825.4,1216,19,175.9,412.0,65.9,76.8,117.3,208.3,86.9,58.6,203.7,44.4,84.9,89.5,146.3,33.9,92.6,126.5,7.3,12.7,13.5,97.2,35.5,14.3,57.1,108.0,495.3,451.4,84.7,20.5,17.8,3.4,1.7,17.3,28.6,870.1,889.5,870.1,-95.7,0.0,0.0,889.5,False,,Scrambled
813153,21,20001401,1,2021,Justise Winslow,MEM,SF,0,20000021,2021-03-06T03:15:17,6,172.4,207,2,37.0,98.8,57.9,62.6,32.4,75.6,66.2,7.1,23.1,30.9,14.3,15.4,92.6,11.9,40.1,47.8,9.4,33.4,19.4,13.9,7.1,9.5,15.4,27.8,88.0,105.5,64.2,13.9,14.7,2.5,6.7,19.7,38.3,183.2,184.8,183.2,24.7,0.0,0.0,184.8,False,,Scrambled
813040,23,20001405,1,2021,Willy Hernangomez,NO,C,2,20000023,2021-03-06T03:15:16,20,576.8,554,7,92.6,169.7,84.1,84.1,91.0,162.0,86.7,2.4,11.9,30.9,37.0,55.5,102.9,81.8,132.7,214.5,25.3,41.2,33.2,40.1,10.8,15.4,17.0,41.7,223.7,194.2,88.7,34.7,15.5,2.3,6.6,12.4,25.2,603.0,603.7,603.0,13.9,7.1,0.0,603.7,False,,Scrambled
812944,25,20001406,1,2021,Kristaps Porzingis,DAL,PF,20,20000025,2021-03-06T03:15:16,20,1075.3,927,54,233.0,496.8,72.4,82.9,165.1,302.4,84.2,67.9,194.4,53.9,88.0,104.9,129.3,57.1,200.6,257.7,10.4,36.1,23.4,41.7,12.3,47.8,38.6,91.0,621.8,543.0,88.3,37.4,11.8,1.5,11.6,10.2,42.8,1135.5,1160.0,1135.5,-54.0,12.3,0.0,1160.0,False,,Scrambled
812921,2,20001413,1,2021,Terry Rozier,CHA,PG,33,20000002,2021-03-06T03:15:16,33,1597.6,1705,83,378.0,771.5,75.6,92.6,206.8,381.1,83.8,171.3,390.4,67.7,115.7,140.4,127.1,27.8,168.2,196.0,4.1,16.8,14.9,163.6,71.0,18.5,104.9,100.3,1043.1,833.3,96.6,33.7,23.3,4.8,2.6,17.3,36.2,1687.1,1745.5,1687.1,-109.6,0.0,0.0,1745.5,False,,Scrambled
813102,10,20001416,1,2021,Norman Powell,TOR,SF,23,20000010,2021-03-06T03:15:16,34,1339.2,1551,68,325.6,666.6,75.3,91.0,189.8,356.4,82.1,135.8,310.1,67.6,179.0,199.0,138.7,23.1,134.2,157.4,3.8,15.3,13.5,91.0,61.7,11.9,91.0,112.6,965.9,754.2,98.8,32.2,14.6,4.6,1.2,16.6,36.6,1408.6,1460.4,1408.6,71.0,0.0,0.0,1460.4,False,,Scrambled
813082,14,20001418,1,2021,Delon Wright,DET,PG,24,20000014,2021-03-06T03:15:16,29,1172.8,1307,88,169.7,362.6,72.2,81.5,126.5,250.0,78.1,43.2,112.6,59.3,95.7,121.9,121.1,49.4,155.8,205.2,9.6,21.2,13.5,217.6,64.8,23.1,54.0,49.4,478.3,416.2,88.6,30.2,38.8,5.8,3.8,17.7,24.3,1260.8,1234.0,1260.8,-64.8,2.4,0.0,1234.0,False,,Scrambled
813041,11,20001419,1,2021,Cristiano Felicio,CHI,C,0,20000011,2021-03-06T03:15:16,6,52.3,59,14,7.1,9.5,115.7,115.7,7.1,9.5,115.7,0.0,0.0,0.0,11.9,12.3,96.4,14.3,14.3,18.5,27.7,26.5,27.1,11.9,4.8,0.0,7.1,7.1,17.0,11.6,113.1,31.7,25.0,5.9,0.0,44.0,18.3,55.4,55.5,55.4,7.1,0.0,0.0,55.5,False,,Scrambled
812929,15,20001420,1,2021,Bobby Portis,MIL,PF,2,20000015,2021-03-06T03:15:16,36,1259.9,1196,54,256.1,469.1,84.2,94.0,197.5,351.8,86.6,58.6,117.3,77.2,35.5,50.9,107.5,103.4,290.1,393.5,14.3,38.1,26.5,57.1,46.3,23.1,43.2,108.0,606.4,491.5,95.2,35.5,10.4,4.4,4.1,12.5,29.1,1329.3,1339.7,1329.3,189.8,9.5,0.0,1339.7,False,,Scrambled
